Id,Hazard
13275,6.9
13277,1.9
13278,4.1
13279,5.2
13283,4.4
13285,3.0
13286,5.3
13287,5.8
13288,8.3
13289,4.1
13291,3.1
13295,3.0
13297,5.1
13298,3.6
13299,5.7
13300,4.0
13302,5.9
13303,3.8
13307,8.9
13308,4.2
13310,3.2
13313,3.2
13314,3.1
13315,2.4
13316,4.4
13319,3.2
13320,3.4
13322,2.0
13326,5.4
13327,7.0
13328,2.9
13330,2.6
13331,5.1
13334,3.3
13335,4.2
13337,1.9
13339,1.5
13340,2.3
13342,2.7
13345,5.3
13347,3.0
13349,2.6
13350,4.8
13352,3.2
13358,17.2
13359,5.4
13360,2.6
13363,2.9
13364,4.0
13365,7.0
13366,6.2
13367,3.7
13368,2.1
13369,5.5
13371,3.7
13372,2.6
13373,3.7
13374,6.9
13375,6.3
13378,8.0
13382,7.0
13384,4.9
13385,2.6
13386,4.4
13387,2.1
13390,3.8
13391,2.5
13395,3.1
13396,3.2
13398,1.9
13404,1.0
13405,7.7
13406,17.8
13409,4.0
13410,3.2
13413,3.4
13420,4.3
13421,4.5
13422,4.2
13424,3.4
13425,3.9
13426,3.0
13428,5.4
13435,3.4
13438,2.7
13439,3.8
13441,2.6
13443,4.6
13445,3.0
13447,2.5
13453,2.8
13454,3.7
13455,3.6
13458,6.4
13461,7.0
13463,3.7
13467,2.1
13472,2.1
13474,5.4
13477,5.1
13480,7.8
13481,6.6
13485,8.7
13486,3.9
13489,2.6
13493,6.9
13494,7.5
13496,5.6
13498,2.1
13499,2.0
13502,4.3
13503,2.4
13505,8.0
13506,2.4
13507,4.8
13509,5.2
13513,4.6
13515,4.5
13516,5.2
13518,5.6
13522,9.2
13524,9.1
13526,3.5
13529,5.9
13530,4.3
13532,2.0
13533,5.5
13534,3.0
13535,4.7
13536,2.8
13537,4.1
13538,2.5
13539,2.9
13540,5.9
13542,1.7
13543,2.9
13546,6.0
13548,3.7
13549,4.9
13550,2.2
13552,6.8
13555,4.9
13556,3.6
13557,4.9
13558,4.7
13560,3.9
13561,2.8
13565,2.7
13568,3.9
13570,4.0
13573,4.3
13575,2.4
13577,3.0
13578,1.7
13579,5.0
13580,3.2
13584,2.6
13585,4.3
13592,2.1
13593,4.6
13594,1.9
13595,4.4
13597,4.8
13600,3.7
13601,11.0
13602,2.3
13605,7.2
13608,14.4
13609,5.5
13610,9.0
13611,2.8
13614,4.4
13615,3.8
13616,6.3
13617,6.7
13619,4.7
13620,4.0
13621,5.0
13623,4.5
13626,4.7
13629,4.6
13630,5.5
13633,2.7
13636,3.8
13641,2.9
13643,4.4
13646,5.0
13647,6.2
13648,7.5
13652,1.9
13653,5.8
13654,4.3
13655,4.5
13657,2.0
13659,5.0
13661,5.3
13664,2.4
13665,4.6
13666,2.6
13670,4.3
13671,6.9
13672,3.0
13673,2.4
13674,3.3
13675,4.5
13677,3.3
13678,2.2
13680,1.1
13682,2.8
13685,3.4
13691,5.4
13693,5.0
13696,4.2
13698,2.9
13699,9.5
13700,6.9
13702,2.9
13703,2.0
13704,2.6
13706,3.5
13708,2.6
13710,3.2
13712,5.4
13714,3.4
13719,6.7
13720,4.7
13725,3.8
13728,2.4
13729,2.4
13730,4.0
13731,3.0
13734,8.9
13736,2.8
13737,3.2
13739,2.8
13741,5.7
13742,1.7
13743,4.2
13745,4.0
13747,5.1
13748,4.8
13752,2.9
13753,9.2
13754,3.5
13755,3.9
13756,5.5
13761,6.8
13762,3.0
13764,1.7
13766,4.8
13767,2.5
13768,3.3
13769,3.1
13771,4.4
13772,3.2
13773,6.0
13774,8.0
13775,3.3
13777,2.3
13778,6.4
13779,7.3
13780,2.3
13781,3.7
13787,2.3
13788,2.8
13791,3.7
13794,3.8
13797,4.5
13798,3.8
13799,3.5
13801,3.2
13802,1.9
13803,6.1
13804,7.4
13805,5.4
13806,4.5
13810,2.9
13812,4.5
13814,3.1
13816,3.3
13817,6.2
13818,4.7
13820,3.0
13821,2.5
13823,5.9
13824,3.4
13826,3.9
13828,4.2
13829,3.4
13832,4.6
13833,3.5
13836,10.8
13837,3.3
13839,4.4
13841,4.0
13843,3.8
13847,3.7
13848,3.6
13851,6.3
13852,4.2
13853,3.7
13854,5.2
13856,2.1
13857,2.6
13859,3.8
13860,3.8
13862,6.3
13863,4.3
13864,2.5
13865,2.0
13866,4.8
13868,3.5
13869,3.5
13870,4.6
13871,5.6
13874,6.0
13875,4.1
13876,3.8
13877,4.0
13878,6.3
13879,4.2
13882,7.4
13883,5.0
13884,3.0
13886,5.0
13888,4.7
13892,4.6
13895,2.0
13896,2.5
13897,3.0
13898,8.4
13900,4.1
13904,2.6
13905,3.3
13910,3.4
13911,4.2
13912,3.5
13915,2.9
13917,3.9
13919,1.9
13920,5.6
13921,2.0
13922,4.2
13925,2.4
13930,1.3
13932,4.4
13933,1.4
13934,4.3
13936,2.9
13937,3.3
13939,3.8
13940,3.0
13942,2.9
13947,7.9
13948,2.8
13949,4.8
13950,4.0
13951,3.5
13953,2.9
13955,4.1
13957,3.3
13958,2.2
13960,5.7
13965,2.8
13966,3.5
13969,4.6
13971,4.6
13972,3.1
13973,2.3
13974,6.3
13975,6.8
13976,6.0
13978,4.2
13980,6.2
13982,2.9
13983,5.3
13984,5.0
13985,7.9
13988,3.9
13989,3.6
13990,4.0
13991,3.9
13992,2.1
13993,8.1
13995,11.6
13999,5.7
14002,3.3
14003,3.7
14005,4.6
14006,2.5
14007,3.9
14008,7.1
14010,5.1
14012,5.1
14013,2.1
14014,5.6
14015,2.8
14016,2.2
14018,4.6
14032,5.3
14040,4.8
14043,4.3
14044,3.5
14045,4.4
14046,2.8
14048,3.9
14049,3.1
14050,1.6
14052,4.7
14055,3.4
14056,4.6
14057,2.7
14059,2.9
14061,4.6
14062,9.8
14066,3.4
14067,3.4
14068,4.2
14069,2.5
14071,4.9
14075,2.4
14077,6.6
14079,1.9
14084,3.7
14086,3.1
14087,3.9
14089,3.6
14090,2.6
14091,5.1
14093,3.0
14098,6.8
14108,6.0
14109,2.8
14110,6.8
14111,5.5
14113,4.3
14114,2.3
14115,3.6
14117,4.8
14118,10.3
14119,4.2
14120,4.0
14122,3.9
14123,6.0
14127,3.7
14129,2.8
14130,4.1
14132,2.8
14133,2.8
14134,3.0
14135,4.7
14142,4.2
14145,7.2
14146,7.0
14148,1.7
14149,3.8
14150,6.7
14151,4.0
14152,4.6
14154,2.9
14155,3.4
14156,8.6
14159,5.3
14163,1.6
14165,2.8
14166,3.8
14168,2.4
14169,3.4
14170,3.2
14171,10.4
14173,4.5
14177,5.4
14178,4.5
14180,8.5
14181,7.5
14183,3.7
14185,5.1
14189,3.1
14190,2.8
14191,4.2
14192,6.1
14193,3.6
14196,2.9
14198,6.4
14201,4.9
14202,3.9
14204,2.1
14206,2.4
14209,4.4
14211,4.9
14215,2.0
14216,3.5
14220,3.7
14221,3.7
14226,2.3
14229,6.2
14232,3.7
14234,1.9
14240,3.3
14241,2.0
14245,5.2
14247,7.2
14248,2.8
14251,5.2
14252,2.2
14253,4.4
14255,5.1
14256,7.3
14257,6.4
14259,6.1
14260,4.4
14262,3.8
14268,3.0
14269,5.8
14270,4.7
14271,3.8
14275,4.6
14278,2.4
14280,3.7
14281,6.0
14284,6.7
14286,5.2
14287,1.6
14288,6.1
14290,12.6
14291,4.8
14294,9.2
14296,2.0
14298,5.5
14299,5.1
14300,3.2
14301,6.0
14302,1.7
14304,5.8
14307,2.6
14309,6.0
14310,7.6
14314,3.0
14315,4.5
14316,2.0
14322,2.1
14323,3.7
14324,2.1
14325,5.3
14326,3.3
14329,3.6
14332,5.5
14334,1.5
14336,1.6
14337,2.6
14339,2.4
14342,4.2
14344,2.8
14346,7.0
14348,3.1
14351,3.3
14352,4.0
14353,3.9
14356,10.6
14360,3.6
14361,1.0
14364,2.1
14365,3.7
14366,3.8
14367,2.4
14370,3.9
14371,3.0
14374,6.9
14377,2.4
14378,2.3
14380,9.0
14381,3.4
14384,4.2
14386,3.4
14393,7.6
14398,2.4
14401,2.2
14407,3.5
14408,3.2
14410,4.0
14413,2.7
14418,3.4
14419,2.5
14422,7.8
14426,2.8
14427,4.1
14428,5.5
14435,5.5
14438,4.6
14440,3.0
14441,4.0
14445,8.0
14446,3.5
14448,5.9
14449,8.1
14450,2.4
14451,4.2
14455,3.0
14456,2.7
14461,2.8
14462,4.1
14463,4.5
14464,2.9
14466,2.8
14474,5.0
14475,6.2
14476,2.7
14478,9.8
14479,5.8
14480,1.7
14483,5.7
14485,2.5
14486,3.7
14487,5.0
14488,4.0
14489,4.7
14490,5.4
14493,4.3
14495,3.4
14498,2.1
14499,6.2
14503,2.2
14505,2.4
14507,5.0
14511,4.0
14513,3.8
14514,4.2
14517,3.6
14519,3.0
14520,6.6
14521,4.5
14525,4.8
14527,1.8
14528,4.8
14529,5.7
14535,3.3
14537,5.0
14540,4.5
14542,4.5
14544,3.3
14545,4.6
14547,6.8
14550,4.5
14553,2.3
14554,4.3
14555,2.2
14562,3.4
14565,3.0
14566,7.1
14571,4.8
14572,4.6
14573,5.8
14585,2.2
14587,2.7
14589,6.2
14591,2.2
14592,5.9
14593,2.9
14594,5.1
14595,2.0
14598,8.5
14602,2.9
14610,3.7
14611,3.2
14612,3.1
14614,7.2
14619,5.4
14620,2.7
14621,2.7
14624,2.4
14625,3.1
14626,4.6
14627,5.3
14629,6.5
14630,3.4
14635,2.9
14636,1.4
14638,2.8
14639,4.5
14641,2.8
14642,1.6
14644,2.4
14646,3.8
14648,1.5
14651,3.0
14652,4.0
14655,22.6
14656,4.0
14657,7.0
14658,2.2
14659,7.1
14661,3.8
14663,3.1
14665,5.4
14666,6.9
14667,3.0
14668,7.5
14670,7.2
14674,2.9
14677,3.9
14681,3.3
14682,8.0
14683,6.0
14685,4.2
14690,2.6
14693,2.9
14694,2.6
14695,4.9
14697,3.0
14699,9.0
14703,4.3
14710,2.8
14711,3.2
14712,5.4
14715,3.8
14717,3.6
14718,7.1
14722,4.0
14726,10.5
14727,3.8
14728,5.8
14732,5.7
14734,6.6
14736,3.7
14737,7.3
14738,7.9
14741,3.8
14742,5.3
14744,7.6
14747,3.9
14749,1.3
14752,3.6
14753,5.9
14754,5.5
14758,2.6
14760,2.4
14762,7.3
14764,8.9
14766,2.4
14767,8.1
14768,8.1
14771,3.7
14775,4.4
14779,4.7
14781,5.0
14782,3.3
14785,4.3
14789,7.7
14790,1.9
14793,3.9
14794,3.6
14795,2.8
14798,3.6
14801,7.2
14803,3.5
14804,3.7
14806,2.2
14809,5.3
14810,1.4
14812,2.2
14814,4.6
14815,3.3
14816,4.5
14821,2.0
14822,3.3
14824,2.4
14825,2.6
14826,4.4
14827,11.0
14828,3.9
14833,4.5
14834,2.7
14839,1.9
14841,8.6
14842,4.0
14845,3.5
14847,4.3
14849,2.9
14852,7.1
14857,4.9
14858,2.0
14862,3.5
14863,4.3
14865,4.6
14872,3.4
14873,3.8
14874,4.7
14878,5.5
14884,9.2
14885,6.8
14886,7.4
14887,4.2
14888,9.1
14890,1.6
14892,2.9
14895,4.6
14898,2.6
14900,3.6
14901,2.7
14903,4.4
14905,4.4
14906,5.0
14912,1.7
14914,2.0
14918,2.8
14919,1.6
14920,3.3
14921,4.8
14923,2.9
14925,5.2
14926,1.7
14928,4.1
14929,3.3
14932,4.9
14933,4.1
14936,2.9
14939,3.7
14941,4.9
14942,2.7
14944,3.0
14945,6.4
14946,3.7
14951,5.5
14952,3.7
14954,4.4
14956,7.3
14959,3.0
14960,1.3
14961,1.9
14962,1.1
14963,4.2
14964,6.8
14965,5.5
14966,7.7
14967,3.8
14969,3.8
14973,8.4
14976,5.4
14977,4.0
14978,7.2
14979,2.7
14980,2.3
14981,4.3
14982,10.2
14987,4.5
14988,4.1
14989,5.6
14990,4.0
14991,5.3
14993,6.2
14994,2.9
14995,5.5
14996,3.0
14997,5.1
14998,4.8
14999,4.4
15006,3.7
15008,2.5
15009,1.9
15010,3.9
15011,5.9
15012,4.1
15013,2.4
15014,4.6
15015,3.3
15016,3.8
15017,2.7
15018,4.4
15021,1.6
15022,3.3
15024,12.1
15028,4.4
15030,2.6
15031,5.0
15032,4.1
15033,4.7
15036,8.1
15038,3.9
15040,4.5
15043,2.6
15046,4.9
15047,7.4
15050,3.0
15052,3.3
15054,5.9
15058,3.1
15059,9.2
15061,5.6
15062,1.9
15063,4.1
15064,2.3
15065,5.8
15066,6.9
15068,3.7
15070,4.2
15071,7.8
15076,3.7
15077,4.7
15078,5.0
15080,3.6
15082,3.1
15084,4.0
15086,1.4
15088,5.0
15090,3.1
15095,3.5
15096,3.9
15097,5.0
15099,2.7
15100,6.2
15103,4.3
15104,7.6
15105,3.3
15107,5.0
15108,2.9
15109,4.4
15110,4.1
15111,2.0
15112,4.6
15115,3.1
15117,1.8
15119,2.4
15121,4.3
15125,7.7
15127,10.5
15131,1.3
15132,5.8
15133,3.9
15135,5.1
15136,8.8
15139,2.1
15141,3.5
15142,2.7
15143,2.1
15144,6.1
15148,2.4
15149,5.8
15150,3.1
15151,2.0
15153,2.5
15157,3.7
15158,3.5
15159,1.9
15160,1.1
15162,5.0
15163,3.0
15164,2.0
15167,2.1
15168,2.6
15169,7.4
15170,3.8
15171,4.6
15172,4.4
15173,9.2
15174,6.8
15176,5.4
15177,4.3
15178,4.5
15179,3.2
15180,5.6
15181,2.9
15183,2.6
15187,3.7
15188,3.7
15190,5.2
15193,4.6
15195,8.4
15197,6.3
15201,4.4
15202,3.8
15203,2.3
15205,3.3
15208,4.6
15210,4.4
15212,10.0
15213,2.6
15214,3.1
15217,6.7
15218,2.4
15219,2.8
15221,7.1
15223,7.2
15225,7.1
15228,3.9
15229,4.8
15230,10.4
15232,3.9
15235,10.8
15236,2.3
15238,4.6
15239,4.1
15240,3.7
15242,7.0
15244,2.5
15247,4.4
15251,4.0
15252,4.6
15255,4.4
15256,4.7
15257,2.9
15260,4.4
15265,4.1
15266,9.9
15267,2.3
15268,2.1
15272,3.2
15275,3.8
15276,4.6
15278,4.1
15282,3.4
15283,3.9
15285,3.3
15286,5.8
15288,4.3
15289,3.6
15291,8.8
15294,1.8
15295,2.2
15296,4.5
15297,9.6
15298,4.8
15299,13.4
15300,2.4
15302,4.8
15305,1.9
15306,8.8
15308,8.1
15312,2.1
15313,3.0
15315,4.3
15316,3.2
15317,2.0
15320,6.1
15321,2.9
15322,9.2
15324,4.7
15325,6.0
15326,2.8
15327,2.5
15330,5.3
15331,5.0
15332,1.4
15334,10.5
15337,4.6
15344,4.4
15346,2.7
15347,1.5
15351,3.5
15354,4.2
15355,4.4
15358,4.6
15360,4.3
15361,3.9
15365,8.1
15367,2.3
15368,7.1
15369,4.0
15370,6.4
15372,7.8
15373,5.9
15376,4.6
15380,2.6
15384,2.7
15386,4.8
15389,3.4
15391,3.3
15394,4.1
15395,3.1
15397,24.4
15398,6.1
15403,2.3
15405,6.4
15407,1.7
15408,8.0
15409,4.7
15410,1.9
15411,6.4
15415,3.5
15416,2.5
15417,6.0
15418,2.9
15419,4.8
15420,3.1
15421,2.3
15424,3.8
15427,3.2
15428,1.9
15430,3.6
15431,1.8
15434,5.9
15436,4.1
15437,3.4
15444,3.9
15445,3.0
15447,5.9
15449,4.4
15450,1.6
15451,3.7
15454,5.3
15456,2.3
15459,2.1
15460,4.9
15461,3.3
15463,4.9
15466,3.8
15468,2.2
15471,3.8
15476,4.2
15479,5.0
15480,2.5
15483,2.9
15484,2.9
15485,3.0
15488,5.4
15492,2.3
15496,3.9
15500,4.3
15501,5.5
15504,3.9
15506,2.2
15507,4.5
15510,5.2
15513,7.8
15514,2.3
15515,3.9
15516,1.6
15518,5.0
15519,7.4
15520,3.1
15521,5.4
15523,4.5
15528,5.7
15531,3.0
15532,2.4
15533,5.3
15534,6.3
15535,1.8
15540,2.6
15542,3.7
15543,3.4
15546,2.1
15547,2.8
15548,5.2
15552,3.2
15555,4.9
15557,6.5
15560,6.4
15561,4.3
15567,5.9
15568,5.5
15571,3.0
15577,3.3
15578,4.3
15579,8.4
15580,4.9
15582,4.1
15583,2.9
15586,6.8
15587,4.4
15588,3.3
15589,3.6
15592,2.2
15594,7.2
15595,2.7
15598,3.2
15600,3.2
15602,3.1
15603,5.9
15604,4.0
15605,4.5
15608,2.1
15610,2.6
15614,4.5
15615,2.9
15616,1.6
15617,4.2
15618,2.4
15619,4.7
15622,2.0
15624,2.4
15626,7.5
15629,2.9
15630,1.9
15632,1.3
15633,3.0
15634,5.7
15635,7.0
15636,2.5
15637,3.8
15641,1.4
15642,4.9
15643,6.5
15644,5.0
15646,5.4
15648,3.3
15650,5.3
15651,2.2
15653,4.3
15655,7.5
15656,1.0
15659,2.7
15660,2.1
15661,3.1
15662,8.3
15663,5.6
15664,1.3
15665,4.5
15666,2.6
15667,6.0
15669,2.6
15670,3.0
15671,3.9
15672,3.7
15675,7.4
15676,4.1
15679,2.9
15680,2.3
15683,4.1
15686,2.0
15687,3.6
15691,3.3
15692,5.5
15693,7.5
15696,3.6
15699,2.4
15701,5.0
15704,5.0
15707,3.2
15709,1.8
15711,2.2
15713,3.3
15714,6.1
15715,4.0
15718,1.9
15719,5.6
15720,4.9
15722,3.4
15723,3.8
15724,3.5
15726,2.9
15728,3.9
15729,1.7
15730,3.9
15732,2.6
15734,1.5
15735,1.7
15738,3.9
15740,2.7
15741,2.9
15742,3.0
15747,4.0
15749,3.7
15750,5.3
15751,5.4
15752,5.5
15754,3.8
15761,2.2
15764,9.0
15772,2.9
15773,8.6
15774,2.1
15775,3.2
15777,5.8
15781,2.2
15785,1.7
15786,3.5
15787,3.6
15790,3.1
15791,2.6
15792,5.7
15794,7.5
15795,2.1
15796,4.1
15798,3.0
15800,2.2
15801,4.7
15802,1.9
15803,4.1
15805,3.1
15806,4.2
15807,3.9
15808,4.6
15809,3.7
15810,2.9
15812,9.0
15813,3.9
15814,9.3
15815,5.4
15816,2.9
15819,3.5
15821,3.3
15824,3.6
15825,3.1
15826,3.1
15829,3.0
15830,5.1
15833,4.8
15834,3.5
15837,3.5
15839,1.1
15840,3.3
15843,2.4
15845,2.2
15846,3.8
15848,2.2
15850,3.3
15853,8.5
15854,2.3
15855,4.8
15857,6.7
15861,4.8
15864,3.8
15867,6.1
15868,4.5
15869,5.4
15870,2.8
15871,1.7
15874,4.3
15875,5.3
15876,2.2
15877,3.4
15878,3.7
15879,5.8
15880,3.3
15881,5.8
15882,3.0
15883,4.8
15885,4.4
15887,3.3
15889,3.0
15891,4.2
15892,3.9
15893,3.9
15894,3.8
15895,5.8
15896,3.0
15899,3.5
15900,5.2
15901,5.0
15905,10.7
15908,3.2
15910,1.9
15912,3.6
15913,4.1
15914,1.9
15915,2.8
15916,7.3
15918,6.2
15919,3.3
15920,3.3
15921,3.7
15925,5.6
15932,3.9
15934,8.5
15935,6.2
15939,7.3
15940,5.6
15942,2.1
15946,3.5
15952,2.1
15956,3.1
15959,6.5
15962,5.7
15963,4.2
15967,2.6
15968,3.1
15969,4.5
15970,3.6
15971,1.8
15972,7.6
15974,3.9
15977,3.9
15979,5.0
15980,8.1
15982,2.9
15983,3.5
15984,1.4
15987,5.8
15988,6.3
15989,3.7
15990,2.4
15992,4.7
15995,3.5
15996,2.9
16001,3.3
16002,4.7
16003,8.4
16008,2.3
16018,3.5
16021,4.7
16023,4.3
16027,4.1
16028,5.2
16029,2.1
16031,3.8
16032,4.7
16033,2.4
16035,3.6
16037,2.3
16038,4.1
16039,3.8
16040,1.4
16044,5.9
16045,5.7
16051,6.8
16054,3.7
16056,2.4
16057,3.0
16060,3.7
16062,3.6
16063,4.9
16064,4.6
16065,6.0
16066,3.3
16068,2.2
16070,2.7
16072,1.4
16074,4.6
16075,7.1
16076,4.3
16080,3.3
16083,2.3
16084,4.8
16085,2.7
16086,5.9
16087,1.8
16088,3.4
16091,10.4
16092,4.4
16093,6.3
16096,1.2
16098,7.7
16099,2.4
16100,5.5
16103,3.7
16104,8.4
16105,5.8
16106,6.9
16107,3.3
16108,3.9
16109,2.8
16115,5.0
16116,4.1
16118,4.3
16119,4.3
16120,3.2
16122,2.9
16123,2.5
16124,3.4
16125,5.5
16126,3.0
16132,4.5
16135,7.5
16136,4.9
16137,5.7
16138,2.7
16140,2.7
16141,1.5
16142,4.3
16144,3.7
16145,4.6
16146,5.0
16149,6.8
16155,3.6
16156,11.3
16160,1.9
16161,1.6
16163,2.6
16164,5.8
16167,3.5
16169,2.7
16171,4.7
16175,4.2
16177,3.0
16178,3.9
16179,5.8
16182,3.9
16185,3.4
16186,5.1
16187,2.4
16189,5.3
16190,2.7
16193,3.8
16194,8.4
16195,2.2
16196,2.0
16197,8.0
16198,10.3
16201,4.4
16203,4.8
16205,4.5
16206,3.3
16207,1.3
16209,4.7
16210,6.5
16213,3.8
16215,3.0
16216,3.8
16218,3.7
16220,6.9
16222,3.9
16223,3.7
16224,3.3
16225,6.6
16226,3.0
16232,5.5
16233,2.9
16235,2.4
16237,2.9
16238,2.9
16242,4.2
16243,10.1
16244,2.7
16245,3.5
16248,3.7
16249,2.0
16250,3.4
16253,2.4
16255,4.4
16257,8.0
16259,4.8
16264,3.1
16266,5.4
16268,4.7
16269,3.2
16277,1.6
16278,2.1
16279,6.3
16280,1.8
16281,4.1
16282,4.6
16289,2.3
16290,5.3
16291,6.1
16292,5.6
16293,8.9
16296,3.4
16297,6.1
16299,4.0
16301,4.0
16302,3.9
16304,2.8
16307,4.3
16308,3.1
16310,6.6
16311,3.8
16312,3.4
16314,2.4
16316,3.5
16319,4.1
16322,2.2
16324,6.3
16325,2.5
16326,5.1
16329,3.0
16330,9.4
16331,5.1
16332,4.4
16333,3.3
16334,3.3
16335,8.6
16336,3.8
16338,4.0
16339,4.5
16340,2.7
16345,3.8
16346,4.6
16349,3.3
16350,4.8
16351,1.4
16354,3.1
16355,3.8
16356,4.8
16360,2.5
16365,2.5
16366,3.2
16367,5.8
16372,4.6
16373,5.4
16375,1.4
16378,2.7
16379,5.8
16380,1.9
16383,5.5
16385,2.4
16386,3.1
16387,2.8
16388,5.5
16390,4.8
16391,3.7
16392,4.5
16394,2.3
16397,1.7
16402,6.5
16403,4.7
16404,3.4
16406,4.4
16408,3.8
16410,2.8
16412,7.5
16416,2.2
16417,5.5
16419,3.8
16420,6.2
16423,5.0
16424,2.1
16426,2.5
16427,6.9
16429,2.2
16432,5.3
16436,5.3
16438,4.1
16439,8.4
16442,3.1
16443,6.2
16445,10.9
16446,5.2
16447,5.8
16448,3.1
16450,3.2
16452,2.3
16453,19.8
16454,4.6
16459,4.4
16464,3.1
16465,6.7
16466,2.0
16467,2.5
16468,3.4
16469,4.6
16471,1.4
16472,3.8
16473,2.5
16474,3.1
16475,2.2
16477,9.1
16478,3.0
16479,3.7
16481,3.0
16483,3.9
16484,2.8
16486,3.1
16488,4.5
16489,5.5
16490,4.1
16491,3.4
16493,3.4
16494,5.6
16497,6.6
16501,5.6
16504,4.6
16505,5.7
16508,3.4
16510,2.2
16511,4.1
16513,2.9
16515,6.7
16516,8.8
16520,4.5
16522,2.6
16523,4.2
16524,2.3
16525,5.0
16527,4.5
16530,8.5
16532,6.7
16533,5.3
16534,3.5
16535,4.2
16536,3.4
16538,6.5
16541,2.9
16544,2.4
16545,6.8
16548,3.2
16551,4.8
16554,3.4
16555,3.2
16557,4.6
16559,6.7
16560,3.2
16561,1.7
16562,9.3
16565,2.6
16566,6.2
16567,1.9
16570,3.4
16572,1.7
16576,3.4
16577,5.1
16581,3.1
16582,3.6
16583,5.4
16585,2.3
16586,5.4
16590,4.4
16593,4.4
16595,4.0
16596,2.0
16600,2.7
16602,5.7
16603,3.8
16606,2.6
16608,4.6
16609,5.0
16616,1.9
16617,3.3
16618,2.7
16624,2.9
16625,1.8
16626,12.4
16630,2.5
16632,5.4
16637,3.1
16638,3.8
16639,2.1
16640,8.3
16643,3.7
16646,6.3
16650,18.2
16651,3.0
16653,7.1
16655,4.7
16657,5.2
16660,2.4
16663,6.8
16664,4.0
16665,3.2
16666,6.6
16667,2.0
16669,3.8
16670,4.5
16671,5.1
16672,5.2
16676,2.3
16678,2.4
16680,10.4
16681,6.5
16682,3.7
16684,2.7
16685,3.6
16686,3.2
16688,2.2
16692,4.1
16693,3.1
16699,3.7
16700,3.3
16703,3.1
16704,2.2
16705,4.6
16707,4.1
16708,4.2
16709,4.4
16710,3.7
16711,3.5
16712,8.3
16714,4.5
16715,2.7
16723,3.2
16727,1.3
16729,2.7
16732,4.3
16743,4.8
16744,1.2
16745,3.6
16747,2.8
16750,4.1
16753,4.5
16755,2.2
16756,1.0
16767,2.6
16770,6.8
16774,2.4
16778,5.7
16780,4.6
16786,2.1
16788,5.1
16792,2.2
16793,5.6
16794,5.6
16796,1.7
16797,5.5
16798,5.3
16799,3.6
16800,4.3
16801,3.0
16806,5.1
16807,4.7
16808,4.1
16809,5.8
16812,3.7
16813,6.9
16816,6.1
16817,2.5
16818,5.0
16821,4.9
16827,9.6
16835,5.8
16836,5.5
16838,4.0
16841,3.6
16842,6.0
16844,10.3
16845,1.8
16846,4.5
16849,2.0
16851,2.9
16852,3.2
16853,6.0
16856,4.4
16857,1.5
16859,9.3
16860,5.7
16862,7.4
16865,2.4
16866,5.7
16867,5.7
16868,3.5
16869,1.8
16872,3.5
16875,13.4
16876,4.9
16877,3.5
16878,2.4
16880,4.1
16883,2.2
16886,3.9
16888,2.8
16891,5.4
16897,3.1
16898,6.8
16900,10.9
16901,10.1
16902,2.7
16905,4.1
16906,8.0
16909,3.3
16910,1.7
16913,2.6
16920,3.9
16921,3.3
16922,2.2
16924,2.0
16925,3.1
16926,4.7
16930,4.1
16931,9.1
16934,6.4
16935,4.2
16936,4.3
16938,5.3
16939,4.1
16940,3.0
16941,6.1
16942,2.2
16943,7.5
16945,4.0
16946,4.0
16948,8.1
16949,2.3
16950,2.7
16951,5.7
16954,6.3
16955,5.8
16956,4.4
16960,3.9
16961,1.0
16962,4.3
16963,5.8
16964,2.0
16969,5.1
16973,4.4
16974,3.9
16975,3.6
16976,3.2
16979,3.2
16984,2.4
16986,3.6
16989,3.6
16991,5.6
16993,5.2
16995,2.7
16996,2.2
16998,7.2
17000,3.0
17001,6.0
17005,3.7
17009,2.5
17010,5.2
17013,4.6
17014,3.7
17019,3.4
17020,9.1
17021,4.8
17025,4.0
17027,4.8
17028,5.8
17029,2.2
17030,4.5
17031,6.2
17032,5.4
17033,9.6
17034,2.7
17035,3.3
17036,2.1
17037,3.1
17039,2.4
17041,3.5
17042,6.5
17043,4.8
17046,3.7
17048,5.5
17051,5.1
17056,4.0
17058,3.4
17059,3.3
17060,3.7
17062,8.8
17065,3.1
17072,1.8
17073,2.3
17077,4.3
17078,2.4
17080,3.4
17083,4.4
17084,2.5
17085,4.9
17086,4.0
17088,4.0
17089,4.4
17090,4.2
17092,3.7
17094,5.5
17095,6.2
17100,3.9
17101,2.3
17103,4.4
17105,4.0
17106,2.3
17107,8.7
17111,8.4
17112,4.1
17114,2.8
17116,5.0
17118,7.9
17119,4.8
17122,2.0
17125,4.9
17129,4.6
17130,1.0
17131,4.0
17132,4.3
17133,4.2
17139,4.8
17140,5.2
17141,1.8
17142,3.7
17146,5.8
17147,3.3
17149,2.6
17152,8.1
17153,5.5
17154,3.2
17155,8.1
17158,1.6
17159,4.8
17160,2.8
17165,2.4
17168,8.3
17170,2.3
17171,3.3
17173,3.4
17175,4.2
17176,5.3
17177,3.7
17178,1.9
17179,2.8
17181,2.8
17187,3.8
17192,4.2
17194,4.8
17195,5.6
17196,3.7
17197,5.0
17198,6.0
17199,5.2
17200,3.2
17204,3.1
17206,2.6
17209,4.4
17215,6.4
17216,3.4
17217,6.0
17220,2.0
17222,1.7
17223,8.9
17227,5.2
17228,7.4
